,Mkt-RF,SMB,HML,RF,F_PRC,F_DIV,TSLA_PRC,TSLA_DIV,F_RET,F_DY,F_CG,TSLA_RET,TSLA_DY,TSLA_CG
201007,0.0693,0.0018,-0.0034999999999999996,0.0001,8.6193,0.0,3.988,0.0,,,,,,
201008,-0.0477,-0.0301,-0.0194,0.0001,7.617,0.0,3.896,0.0,-0.1162855452298911,0.0,-0.1162855452298911,-0.02306920762286868,0.0,-0.02306920762286868
201009,0.0954,0.0395,-0.032799999999999996,0.0001,8.2616,0.0,4.081,0.0,0.08462649337009309,0.0,0.08462649337009309,0.047484599589322496,0.0,0.047484599589322496
201010,0.0388,0.010900000000000002,-0.0259,0.0001,9.5372,0.0,4.368,0.0,0.15440108453568335,0.0,0.15440108453568335,0.07032590051457976,0.0,0.07032590051457976
201011,0.006,0.0374,-0.0097,0.0001,10.7589,0.0,7.066,0.0,0.12809839365851605,0.0,0.12809839365851605,0.6176739926739925,0.0,0.6176739926739925
201012,0.06820000000000001,0.006500000000000001,0.0373,0.0001,11.3326,0.0,5.326,0.0,0.05332329513240186,0.0,0.05332329513240186,-0.24624964619303713,0.0,-0.24624964619303713
201101,0.0199,-0.024700000000000003,0.0068000000000000005,0.0001,10.7657,0.0,4.82,0.0,-0.05002382507103387,0.0,-0.05002382507103387,-0.09500563274502427,0.0,-0.09500563274502427
201102,0.0349,0.015300000000000001,0.013600000000000001,0.0001,10.1582,0.0,4.778,0.0,-0.05642921500692011,0.0,-0.05642921500692011,-0.008713692946058282,0.0,-0.008713692946058282
201103,0.0046,0.026099999999999998,-0.0174,0.0001,10.0637,0.0,5.55,0.0,-0.009302829241401023,0.0,-0.009302829241401023,0.16157388028463804,0.0,0.16157388028463804
201104,0.028999999999999998,-0.0034000000000000002,-0.025099999999999997,0.0,10.4417,0.0,5.52,0.0,0.03756073809831384,0.0,0.03756073809831384,-0.005405405405405461,0.0,-0.005405405405405461
201105,-0.012700000000000001,-0.006500000000000001,-0.020499999999999997,0.0,10.0705,0.0,6.028,0.0,-0.03554976680042543,0.0,-0.03554976680042543,0.09202898550724647,0.0,0.09202898550724647
201106,-0.0175,-0.0015,-0.0045000000000000005,0.0,9.3078,0.0,5.826,0.0,-0.07573606077156037,0.0,-0.07573606077156037,-0.03351028533510281,0.0,-0.03351028533510281
201107,-0.0235,-0.0141,-0.0084,0.0,8.2413,0.0,5.634,0.0,-0.11458131889383094,0.0,-0.11458131889383094,-0.03295571575695144,0.0,-0.03295571575695144
201108,-0.0599,-0.0308,-0.0242,0.0001,7.5056,0.0,4.948,0.0,-0.08926989673959207,0.0,-0.08926989673959207,-0.12176073837415691,0.0,-0.12176073837415691
201109,-0.0759,-0.0337,-0.016200000000000003,0.0,6.5269,0.0,4.878,0.0,-0.1303959710083138,0.0,-0.1303959710083138,-0.014147130153597476,0.0,-0.014147130153597476
201110,0.1135,0.0336,0.0012,0.0,7.8836,0.0,5.874,0.0,0.2078628445356907,0.0,0.2078628445356907,0.2041820418204181,0.0,0.2041820418204181
201111,-0.0028000000000000004,-0.0013000000000000002,-0.0033000000000000004,0.0,7.1546,0.0,6.548,0.0,-0.09247044497437718,0.0,-0.09247044497437718,0.11474293496765409,0.0,0.11474293496765409
201112,0.0074,-0.0063,0.0173,0.0,7.2626,0.0,5.712,0.0,0.015095183518295974,0.0,0.015095183518295974,-0.12767257177764202,0.0,-0.12767257177764202
201201,0.050499999999999996,0.0206,-0.01,0.0,8.4174,0.05,5.814,0.0,0.1658910032219869,0.006884586787101039,0.15900641643488567,0.017857142857143016,0.0,0.017857142857143016
201202,0.0442,-0.0183,0.0032,0.0,8.3903,0.0,6.682,0.0,-0.003219521467436648,0.0,-0.003219521467436648,0.14929480564155484,0.0,0.14929480564155484
201203,0.0311,-0.0070999999999999995,0.011899999999999999,0.0,8.4885,0.05,7.448,0.0,0.01766325399568558,0.005959262481675268,0.011703991514010248,0.11463633642621973,0.0,0.11463633642621973
201204,-0.0085,-0.0037,-0.008,0.0,7.7094,0.05,6.626,0.0,-0.08589267832950476,0.005890322200624375,-0.09178300053012911,-0.11036519871106343,0.0,-0.11036519871106343
201205,-0.061900000000000004,0.0009,-0.0078000000000000005,0.0001,7.2173,0.0,5.9,0.0,-0.0638311671466002,0.0,-0.0638311671466002,-0.10956836703893746,0.0,-0.10956836703893746
201206,0.038900000000000004,0.0078000000000000005,0.0063,0.0,6.5543,0.0,6.258,0.0,-0.09186260790046141,0.0,-0.09186260790046141,0.06067796610169496,0.0,0.06067796610169496
201207,0.0079,-0.026400000000000003,-0.0007000000000000001,0.0,6.3151,0.0,5.484,0.0,-0.036495125337564605,0.0,-0.036495125337564605,-0.12368168744007668,0.0,-0.12368168744007668
201208,0.0255,0.0043,0.0121,0.0001,6.4182,0.05,5.704,0.0,0.024243479913223842,0.007917530997133854,0.01632594891608985,0.0401167031363967,0.0,0.0401167031363967
201209,0.0273,0.0049,0.015300000000000001,0.0001,6.7755,0.0,5.856,0.0,0.05566981396653281,0.0,0.05566981396653281,0.026647966339411022,0.0,0.026647966339411022
201210,-0.0176,-0.011399999999999999,0.0368,0.0001,7.7032,0.05,5.6263,0.0,0.14429931370378557,0.007379529186037931,0.13691978451774767,-0.03922472677595634,0.0,-0.03922472677595634
201211,0.0078000000000000005,0.0054,-0.0094,0.0001,7.9034,0.0,6.764,0.0,0.025989199293799947,0.0,0.025989199293799947,0.20221104455859096,0.0,0.20221104455859096
201212,0.0118,0.0147,0.0352,0.0001,8.9388,0.0,6.774,0.0,0.1310069084191614,0.0,0.1310069084191614,0.0014784151389710676,0.0,0.0014784151389710676
201301,0.055700000000000006,0.0036,0.0091,0.0,9.0036,0.1,7.502,0.0,0.018436479169463338,0.011187183962053072,0.007249295207410356,0.1074697372305875,0.0,0.1074697372305875
201302,0.0129,-0.0042,0.0007000000000000001,0.0,8.7672,0.0,6.966,0.0,-0.0262561642009862,0.0,-0.0262561642009862,-0.07144761396960808,0.0,-0.07144761396960808
201303,0.0403,0.0076,-0.002,0.0,9.1427,0.0,7.578,0.0,0.042830093986677475,0.0,0.042830093986677475,0.08785529715762275,0.0,0.08785529715762275
201304,0.015500000000000002,-0.0242,0.0055000000000000005,0.0,9.532,0.0,10.798,0.0,0.04258041935095758,0.0,0.04258041935095758,0.4249142253892848,0.0,0.4249142253892848
201305,0.027999999999999997,0.016399999999999998,0.0265,0.0,10.9832,0.1,19.552,0.0,0.16273604699958022,0.010490977759127152,0.1522450692404531,0.8107056862381923,0.0,0.8107056862381923
201306,-0.012,0.011399999999999999,-0.0002,0.0,10.8361,0.0,21.472,0.0,-0.013393182314808016,0.0,-0.013393182314808016,0.09819967266775786,0.0,0.09819967266775786
201307,0.0565,0.018600000000000002,0.0058,0.0,11.8938,0.1,26.856,0.0,0.10683733077398694,0.009228412436208599,0.0976089183377784,0.25074515648286133,0.0,0.25074515648286133
201308,-0.0271,0.0031,-0.0267,0.0,11.4076,0.0,33.8,0.0,-0.04087844086835157,0.0,-0.04087844086835157,0.2585641942210306,0.0,0.2585641942210306
201309,0.037700000000000004,0.0292,-0.011899999999999999,0.0,11.8867,0.0,38.674,0.0,0.04199831691153255,0.0,0.04199831691153255,0.14420118343195276,0.0,0.14420118343195276
201310,0.0418,-0.015700000000000002,0.012,0.0,12.1254,0.1,31.988,0.0,0.0284940311440518,0.0084127638453061,0.02008126729874582,-0.17288100532657602,0.0,-0.17288100532657602
201311,0.0313,0.0118,0.0031,0.0,12.1041,0.0,25.456,0.0,-0.0017566430798159338,0.0,-0.0017566430798159338,-0.20420157559084662,0.0,-0.20420157559084662
201312,0.0281,-0.0058,-0.0005,0.0,10.9348,0.0,30.0858,0.0,-0.09660363017489959,0.0,-0.09660363017489959,0.1818746071653048,0.0,0.1818746071653048
201401,-0.0332,0.0088,-0.0202,0.0,10.6886,0.125,36.282,0.0,-0.0110838789918426,0.011431393349672607,-0.02251527234151518,0.2059509801966375,0.0,0.2059509801966375
201402,0.04650000000000001,0.0033000000000000004,-0.0037,0.0,10.9958,0.0,48.962,0.0,0.028740901521246975,0.0,0.028740901521246975,0.3494845929110857,0.0,0.3494845929110857
201403,0.0043,-0.019,0.049100000000000005,0.0,11.1458,0.0,41.69,0.0,0.013641572236672284,0.0,0.013641572236672284,-0.1485233446346147,0.0,-0.1485233446346147
201404,-0.0019,-0.042300000000000004,0.0111,0.0,11.6281,0.125,41.578,0.0,0.05448689192341516,0.01121498681117551,0.04327190511223966,-0.002686495562484903,0.0,-0.002686495562484903
201405,0.0206,-0.019,-0.0012,0.0,11.8369,0.0,41.554,0.0,0.017956501922068213,0.0,0.017956501922068213,-0.0005772283419116508,0.0,-0.0005772283419116508
201406,0.026099999999999998,0.0308,-0.0068000000000000005,0.0,12.4129,0.0,48.012,0.0,0.04866138938404485,0.0,0.04866138938404485,0.1554122346825817,0.0,0.1554122346825817
201407,-0.0204,-0.0426,-0.0002,0.0,12.3422,0.125,44.66,0.0,0.004374481386299811,0.01007016893715409,-0.005695687550854367,-0.06981587936349254,0.0,-0.06981587936349254
201408,0.0424,0.0038,-0.0058,0.0,12.625,0.0,53.94,0.0,0.022913256955810146,0.0,0.022913256955810146,0.20779220779220786,0.0,0.20779220779220786
201409,-0.0197,-0.0379,-0.0131,0.0,10.7251,0.0,48.536,0.0,-0.1504871287128713,0.0,-0.1504871287128713,-0.10018539117537995,0.0,-0.10018539117537995
201410,0.0252,0.042699999999999995,-0.0182,0.0,10.3093,0.125,48.34,0.0,-0.027113966303344395,0.011654902984587557,-0.038768869287931995,-0.0040382396571616574,0.0,-0.0040382396571616574
201411,0.0255,-0.020800000000000003,-0.028700000000000003,0.0,11.5093,0.0,48.904,0.0,0.11639975556051319,0.0,0.11639975556051319,0.011667356226727321,0.0,0.011667356226727321
201412,-0.0006,0.0252,0.021800000000000003,0.0,11.341,0.0,44.482,0.0,-0.014622957086877553,0.0,-0.014622957086877553,-0.0904220513659415,0.0,-0.0904220513659415
201501,-0.0311,-0.0055000000000000005,-0.035,0.0,10.8746,0.15,40.72,0.0,-0.02789877435852217,0.013226346882990918,-0.04112512124151313,-0.08457353536261858,0.0,-0.08457353536261858
201502,0.061399999999999996,0.0051,-0.0189,0.0,12.0796,0.0,40.668,0.0,0.1108086734224707,0.0,0.1108086734224707,-0.0012770137524558134,0.0,-0.0012770137524558134
201503,-0.011200000000000002,0.0302,-0.0043,0.0,11.9318,0.0,37.754,0.0,-0.012235504486903359,0.0,-0.012235504486903359,-0.07165338841349467,0.0,-0.07165338841349467
201504,0.0059,-0.0298,0.0184,0.0,11.7898,0.15,45.21,0.0,0.0006704772121557401,0.012571447727920347,-0.011900970515764664,0.19748900778725442,0.0,0.19748900778725442
201505,0.013600000000000001,0.0092,-0.011899999999999999,0.0,11.3197,0.0,50.16,0.0,-0.0398734499312966,0.0,-0.0398734499312966,0.10948905109489049,0.0,0.10948905109489049
201506,-0.015300000000000001,0.028300000000000002,-0.0076,0.0,11.2003,0.0,53.652,0.0,-0.010547982720390037,0.0,-0.010547982720390037,0.0696172248803828,0.0,0.0696172248803828
201507,0.0154,-0.041100000000000005,-0.04190000000000001,0.0,11.1751,0.15,53.23,0.0,0.011142558681463965,0.01339249841522102,-0.0022499397337570892,-0.007865503615895109,0.0,-0.007865503615895109
201508,-0.0604,0.0047,0.0263,0.0,10.4517,0.0,49.812,0.0,-0.06473320149260409,0.0,-0.06473320149260409,-0.06421191057674247,0.0,-0.06421191057674247
201509,-0.030699999999999998,-0.0262,0.0051,0.0,10.2256,0.0,49.68,0.0,-0.021632844417654562,0.0,-0.021632844417654562,-0.002649963864129079,0.0,-0.002649963864129079
201510,0.0775,-0.0197,-0.0021,0.0,11.2719,0.15,41.386,0.0,0.11699069003285878,0.01466906587388515,0.1023216241589735,-0.16694847020933967,0.0,-0.16694847020933967
201511,0.005600000000000001,0.0366,-0.0053,0.0,10.9065,0.0,46.052,0.0,-0.032416895110850996,0.0,-0.032416895110850996,0.11274343981056378,0.0,0.11274343981056378
201512,-0.0217,-0.0282,-0.0252,0.0001,10.7239,0.0,48.002,0.0,-0.016742309631870844,0.0,-0.016742309631870844,0.04234343785286199,0.0,0.04234343785286199
201601,-0.057699999999999994,-0.0335,0.0198,0.0001,9.3943,0.4,38.24,0.0,-0.08668488143306075,0.03729986292300376,-0.12398474435606455,-0.20336652639473352,0.0,-0.20336652639473352
201602,-0.0008,0.008199999999999999,-0.005600000000000001,0.0002,9.8427,0.0,38.386,0.0,0.0477310709685661,0.0,0.0477310709685661,0.003817991631799078,0.0,0.003817991631799078
201603,0.0696,0.0084,0.0106,0.0002,10.6217,0.0,45.954,0.0,0.07914495006451472,0.0,0.07914495006451472,0.19715521283801385,0.0,0.19715521283801385
201604,0.0092,0.006600000000000001,0.033,0.0001,10.786,0.15,48.152,0.0,0.02959036689042227,0.014122033196192698,0.015468333694229619,0.04783043913478702,0.0,0.04783043913478702
201605,0.0178,-0.0027,-0.0172,0.0001,10.7303,0.0,44.646,0.0,-0.005164101613202243,0.0,-0.005164101613202243,-0.07281109818906795,0.0,-0.07281109818906795
201606,-0.0005,0.0064,-0.0146,0.0002,9.9985,0.0,42.456,0.0,-0.06819939796650609,0.0,-0.06819939796650609,-0.04905254670071224,0.0,-0.04905254670071224
201607,0.0395,0.0262,-0.0123,0.0002,10.1791,0.15,46.958,0.0,0.03306495974396162,0.015002250337550632,0.01806270940641097,0.10603919351799496,0.0,0.10603919351799496
201608,0.005,0.0117,0.032400000000000005,0.0002,10.1309,0.0,42.402,0.0,-0.0047351926987651005,0.0,-0.0047351926987651005,-0.09702287150219335,0.0,-0.09702287150219335
201609,0.0025,0.0203,-0.012,0.0002,9.7047,0.0,40.806,0.0,-0.04206931269679892,0.0,-0.04206931269679892,-0.03763973397481257,0.0,-0.03763973397481257
201610,-0.0202,-0.0443,0.0404,0.0002,9.5589,0.15,39.546,0.0,0.0004327799931991283,0.015456428328541839,-0.015023648335342754,-0.03087781208645779,0.0,-0.03087781208645779
201611,0.048600000000000004,0.054400000000000004,0.0815,0.0001,9.738,0.0,37.88,0.0,0.01873646549289143,0.0,0.01873646549289143,-0.042128154554189945,0.0,-0.042128154554189945
201612,0.0181,0.0011,0.0349,0.0003,9.8764,0.0,42.738,0.0,0.014212363935099726,0.0,0.014212363935099726,0.12824709609292495,0.0,0.12824709609292495
201701,0.0194,-0.0103,-0.027700000000000002,0.0004,10.2259,0.2,50.386,0.0,0.05563768174638506,0.020250293629257624,0.035387388117127605,0.17895081660349121,0.0,0.17895081660349121
201702,0.0357,-0.0199,-0.0178,0.0004,10.3665,0.0,49.998,0.0,0.013749401030716202,0.0,0.013749401030716202,-0.007700551740562944,0.0,-0.007700551740562944
201703,0.0017000000000000001,0.0116,-0.0325,0.0003,9.6302,0.0,55.66,0.0,-0.07102686538368785,0.0,-0.07102686538368785,0.11324452978119126,0.0,0.11324452978119126
201704,0.010900000000000002,0.006999999999999999,-0.020499999999999997,0.0005,9.6173,0.15,62.814,0.0,0.01423646445556681,0.015576000498432016,-0.001339536042865186,0.1285303629177148,0.0,0.1285303629177148
201705,0.0106,-0.0257,-0.0369,0.0006,9.3239,0.0,68.202,0.0,-0.03050752290143799,0.0,-0.03050752290143799,0.08577705607030284,0.0,0.08577705607030284
201706,0.0078000000000000005,0.021400000000000002,0.0143,0.0006,9.3826,0.0,72.322,0.0,0.00629564881648248,0.0,0.00629564881648248,0.06040878566610952,0.0,0.06040878566610952
201707,0.0187,-0.0144,-0.0028000000000000004,0.0007000000000000001,9.5283,0.15,64.694,0.0,0.031515784537335056,0.01598703983970328,0.015528744697631769,-0.10547274688199992,0.0,-0.10547274688199992
201708,0.0016,-0.0161,-0.023100000000000002,0.0009,9.367,0.0,71.18,0.0,-0.01692851820366681,0.0,-0.01692851820366681,0.10025659257427288,0.0,0.10025659257427288
201709,0.025099999999999997,0.0446,0.0309,0.0009,10.1652,0.0,68.22,0.0,0.08521404932208809,0.0,0.08521404932208809,-0.04158471480753034,0.0,-0.04158471480753034
201710,0.0225,-0.0193,0.0008,0.0009,10.5492,0.15,66.306,0.0,0.05253216857513876,0.014756227127847951,0.037775941447290684,-0.028056288478452096,0.0,-0.028056288478452096
201711,0.031200000000000002,-0.0062,-0.001,0.0008,10.7641,0.0,61.77,0.0,0.02037121298297495,0.0,0.02037121298297495,-0.0684100986336077,0.0,-0.0684100986336077
201712,0.0106,-0.013200000000000002,0.0025,0.0009,10.7383,0.0,62.27,0.0,-0.002396856216497323,0.0,-0.002396856216497323,0.008094544277157167,0.0,0.008094544277157167
201801,0.0558,-0.031200000000000002,-0.0126,0.0011,9.669,0.28,70.862,0.0,-0.07350325470512098,0.02607489081139473,-0.09957814551651567,0.1379797655371766,0.0,0.1379797655371766
201802,-0.0365,0.0029,-0.0103,0.0011,9.3517,0.0,68.612,0.0,-0.03281621677526125,0.0,-0.03281621677526125,-0.03175185571956762,0.0,-0.03175185571956762
201803,-0.0235,0.0404,-0.0015,0.0012,9.7659,0.0,53.226,0.0,0.044291412256595164,0.0,0.044291412256595164,-0.22424648749489884,0.0,-0.22424648749489884
201804,0.0029,0.011399999999999999,0.0046,0.0014000000000000002,10.0426,0.15,58.78,0.0,0.04369284960935493,0.015359567474579915,0.02833328213477504,0.10434749934242671,0.0,0.10434749934242671
201805,0.0265,0.0529,-0.0313,0.0014000000000000002,10.3195,0.0,56.946,0.0,0.027572540975444593,0.0,0.027572540975444593,-0.03120108880571626,0.0,-0.03120108880571626
201806,0.0048,0.0118,-0.0227,0.0014000000000000002,9.8907,0.0,68.59,0.0,-0.04155240079461209,0.0,-0.04155240079461209,0.2044744143574615,0.0,0.2044744143574615
201807,0.0319,-0.0223,0.0058,0.0016,9.0978,0.15,59.628,0.0,-0.06500045497285334,0.015165761776214018,-0.08016621674906743,-0.13066044612917338,0.0,-0.13066044612917338
201808,0.0344,0.010700000000000001,-0.038700000000000005,0.0016,8.5904,0.0,60.332,0.0,-0.055771725032425334,0.0,-0.055771725032425334,0.011806533843160993,0.0,0.011806533843160993
201809,0.0006,-0.022400000000000003,-0.017,0.0015,8.382,0.0,52.954,0.0,-0.024259638666418448,0.0,-0.024259638666418448,-0.12228999535901341,0.0,-0.12228999535901341
201810,-0.0768,-0.049100000000000005,0.0362,0.0019,8.8082,0.15,67.464,0.0,0.0687425435456932,0.01789549033643522,0.050847053209257975,0.27401140612607167,0.0,0.27401140612607167
201811,0.0169,-0.0069,0.002,0.0018,8.679,0.0,70.096,0.0,-0.014668150132830626,0.0,-0.014668150132830626,0.039013399739120214,0.0,0.039013399739120214
201812,-0.09550000000000002,-0.025400000000000002,-0.0188,0.0019,7.0557,0.0,66.56,0.0,-0.18703767715174568,0.0,-0.18703767715174568,-0.05044510385756673,0.0,-0.05044510385756673
201901,0.08410000000000001,0.0294,-0.005600000000000001,0.0021,8.2562,0.15,61.404,0.0,0.19140553028048246,0.021259407287724817,0.17014612299275766,-0.07746394230769227,0.0,-0.07746394230769227
201902,0.034,0.021,-0.027200000000000002,0.0018,8.228,0.0,63.976,0.0,-0.0034156149318088636,0.0,-0.0034156149318088636,0.041886522050680774,0.0,0.041886522050680774
201903,0.011000000000000001,-0.030699999999999998,-0.042,0.0019,8.2374,0.0,55.972,0.0,0.0011424404472533123,0.0,0.0011424404472533123,-0.12510941603101156,0.0,-0.12510941603101156
201904,0.0396,-0.0177,0.02,0.0021,9.959,0.15,47.738,0.0,0.22720761405297796,0.018209629251948432,0.2089979848010295,-0.1471092689201744,0.0,-0.1471092689201744
201905,-0.0694,-0.0126,-0.0215,0.0021,9.0727,0.0,37.032,0.0,-0.08899487900391612,0.0,-0.08899487900391612,-0.22426578407138975,0.0,-0.22426578407138975
201906,0.0693,0.002,-0.008199999999999999,0.0018,9.7494,0.0,44.692,0.0,0.07458639655229438,0.0,0.07458639655229438,0.20684813134586322,0.0,0.20684813134586322
201907,0.011899999999999999,-0.0206,0.003,0.0019,9.2182,0.15,48.322,0.0,-0.03909984204156147,0.015385562188442366,-0.05448540423000392,0.08122259017273792,0.0,0.08122259017273792
201908,-0.0258,-0.024300000000000002,-0.0493,0.0016,8.87,0.0,45.122,0.0,-0.03777310103924847,0.0,-0.03777310103924847,-0.06622242456851957,0.0,-0.06622242456851957
201909,0.0143,-0.0099,0.0678,0.0018,8.8603,0.0,48.174,0.0,-0.0010935738444192156,0.0,-0.0010935738444192156,0.06763884579584234,0.0,0.06763884579584234
201910,0.0206,0.0027,-0.0209,0.0015,8.447,0.15,62.984,0.0,-0.029716826744015545,0.01692944934144442,-0.046646276085460014,0.307427242911114,0.0,0.307427242911114
201911,0.038700000000000005,0.0085,-0.0187,0.0012,8.9092,0.0,65.988,0.0,0.054717651237125686,0.0,0.054717651237125686,0.04769465261018668,0.0,0.04769465261018668
201912,0.027700000000000002,0.0070999999999999995,0.0193,0.0014000000000000002,9.1452,0.0,83.666,0.0,0.026489471557491262,0.0,0.026489471557491262,0.26789719342910834,0.0,0.26789719342910834
202001,-0.0011,-0.0309,-0.063,0.0013000000000000002,8.82,0.15,130.114,0.0,-0.019157590867340257,0.016402046975462537,-0.035559637842802805,0.555159802070136,0.0,0.555159802070136
202002,-0.08130000000000001,0.01,-0.0396,0.0012,6.96,0.0,133.598,0.0,-0.2108843537414966,0.0,-0.2108843537414966,0.026776519052523318,0.0,0.026776519052523318
202003,-0.1338,-0.051,-0.1411,0.0012,4.83,0.0,104.8,0.0,-0.30603448275862066,0.0,-0.30603448275862066,-0.2155571191185498,0.0,-0.2155571191185498
202004,0.1365,0.0275,-0.013500000000000002,0.0,5.09,0.0,156.376,0.0,0.053830227743271175,0.0,0.053830227743271175,0.49213740458015276,0.0,0.49213740458015276
202005,0.0558,0.024700000000000003,-0.0495,0.0001,5.71,0.0,167.0,0.0,0.12180746561886058,0.0,0.12180746561886058,0.06793881414027725,0.0,0.06793881414027725
202006,0.0246,0.027000000000000003,-0.0222,0.0001,6.08,0.0,215.962,0.0,0.06479859894921192,0.0,0.06479859894921192,0.29318562874251497,0.0,0.29318562874251497
202007,0.057699999999999994,-0.0222,-0.013200000000000002,0.0001,6.61,0.0,286.152,0.0,0.08717105263157898,0.0,0.08717105263157898,0.3250108815439754,0.0,0.3250108815439754
202008,0.0762,-0.001,-0.031000000000000003,0.0001,6.82,0.0,498.32,0.0,0.03177004538577921,0.0,0.03177004538577921,0.7414520953898629,0.0,0.7414520953898629
